date,open,high,low,close
10/21/22,150.093,151.944,146.16,147.63
10/20/22,149.848,150.286,149.513,150.092
10/19/22,149.166,149.907,149.07,149.833
10/18/22,148.971,149.389,148.115,149.169
10/17/22,148.429,149.089,148.396,148.973
10/14/22,147.156,148.859,147.06,148.72
10/13/22,146.865,147.674,146.421,147.15
10/12/22,145.792,146.973,145.61,146.861
10/11/22,145.705,145.898,145.4,145.792
10/10/22,145.337,145.806,145.21,145.71
10/7/22,145.076,145.444,144.637,145.33
10/6/22,144.594,145.14,144.36,145.087
10/5/22,144.223,144.847,143.5,144.597
10/4/22,144.6,144.936,143.87,144.222
10/3/22,144.657,145.325,144.13,144.59
9/30/22,144.456,144.81,144.18,144.729
9/29/22,144.096,144.812,144.06,144.454
9/28/22,144.775,144.869,143.88,144.097
9/27/22,144.675,144.904,144.03,144.78
9/26/22,143.461,144.789,143.196,144.676
9/23/22,142.34,143.461,141.74,143.32
9/22/22,144.06,145.901,140.33,142.303
9/21/22,143.725,144.704,143.32,144.068
9/20/22,143.245,143.924,142.91,143.722
9/19/22,142.898,143.644,142.61,143.236
9/16/22,143.472,143.692,142.81,142.906
9/15/22,143.121,143.802,142.77,143.474
9/14/22,144.689,144.964,142.52,143.121
9/13/22,142.809,144.71,141.598,144.683
9/12/22,142.378,143.494,142.13,142.808
9/9/22,144.103,144.122,141.48,142.564
9/8/22,143.738,144.559,143.29,144.095
9/7/22,142.758,144.992,142.73,143.74
9/6/22,140.584,143.075,140.22,142.768
9/5/22,140.156,140.663,140.09,140.58
9/2/22,140.218,140.801,139.84,140.152
9/1/22,139.069,140.231,138.99,140.2
8/31/22,138.761,139.095,138.24,139.065
8/30/22,138.708,139.08,138.02,138.752
8/29/22,137.605,139.002,137.587,138.7
8/26/22,136.472,137.755,136.187,137.752
8/25/22,137.107,137.201,136.29,136.476
8/24/22,136.711,137.244,136.15,137.1
8/23/22,137.488,137.707,135.78,136.712
8/22/22,136.821,137.651,136.67,137.501
8/19/22,135.864,137.231,135.69,136.93
8/18/22,135.091,135.901,134.62,135.87
8/17/22,134.236,135.501,133.88,135.1
8/16/22,133.263,134.685,132.92,134.225
8/15/22,133.436,133.594,132.52,133.269
8/12/22,133,133.894,132.86,133.48
8/11/22,132.863,133.313,131.71,133.006
8/10/22,135.083,135.303,132,132.87
8/9/22,134.966,135.202,134.63,135.079
8/8/22,135.052,135.583,134.33,134.993
8/5/22,133.003,135.506,132.5,134.97
8/4/22,133.827,134.423,132.73,132.984
8/3/22,133.19,134.551,132.26,133.833
8/2/22,131.648,133.2,130.389,133.163
8/1/22,133.215,133.562,131.57,131.644
7/29/22,134.329,134.674,132.48,133.19
7/28/22,136.556,136.579,134.17,134.308
7/27/22,136.904,137.463,136.3,136.567
7/26/22,136.66,136.966,136.25,136.908
7/25/22,136.117,136.789,135.86,136.646
7/22/22,137.366,137.956,135.54,136.05
7/21/22,138.24,138.879,137.27,137.368
7/20/22,138.169,138.376,137.87,138.24
7/19/22,138.122,138.393,137.35,138.161
7/18/22,138.505,138.569,137.86,138.122
7/15/22,138.975,139.129,138.36,138.456
7/14/22,137.41,139.391,137.3,138.973
7/13/22,136.819,137.867,136.66,137.402
7/12/22,137.415,137.534,136.45,136.835
7/11/22,136.116,137.754,136.06,137.422
7/8/22,136.008,136.566,135.31,136.08
7/7/22,135.913,136.222,135.52,136.01
7/6/22,135.836,136.01,134.93,135.92
7/5/22,135.707,136.362,135.5,135.836
7/4/22,135.228,135.775,134.76,135.74
7/1/22,135.731,135.987,134.72,135.175
6/30/22,136.515,136.811,135.52,135.733
6/29/22,136.124,137.003,135.76,136.534
6/28/22,135.417,136.384,135.08,136.122
6/27/22,135.16,135.551,134.49,135.435
6/24/22,134.923,135.4,134.33,135.17
6/23/22,136.123,136.2,134.24,134.927
6/22/22,136.651,136.713,135.65,136.121
6/21/22,135.095,136.708,134.89,136.654
6/20/22,134.993,135.441,134.5,135.091
6/17/22,132.293,135.425,132.15,134.96
6/16/22,133.815,134.678,131.46,132.288
6/15/22,135.565,135.579,133.48,133.81
6/14/22,134.409,135.6,133.85,135.565
6/13/22,134.4,135.197,133.56,134.399
6/10/22,134.383,134.483,133.34,134.42
6/9/22,134.221,134.557,133.16,134.39
6/8/22,132.628,134.477,132.57,134.222
6/7/22,131.901,133.001,131.87,132.63
6/6/22,130.85,132.012,130.4,131.895
6/3/22,129.851,130.979,129.66,130.86
6/2/22,130.138,130.241,129.49,129.854
6/1/22,128.688,130.189,128.6,130.132
5/31/22,127.622,128.892,127.5,128.687
5/30/22,127.122,127.826,126.83,127.63
5/27/22,127.093,127.255,126.65,127.085
5/26/22,127.249,127.582,126.52,127.093
5/25/22,126.826,127.495,126.63,127.242
5/24/22,127.893,128.087,126.33,126.83
5/23/22,127.845,128.059,127.12,127.9
5/20/22,127.718,128.298,127.5,127.85
5/19/22,128.301,128.944,126.99,127.713
5/18/22,129.352,129.536,127.98,128.305
5/17/22,129.057,129.78,128.8,129.36
5/16/22,129.35,129.64,128.67,129.062
5/13/22,128.407,129.454,128.32,129.185
5/12/22,129.962,130.054,127.49,128.417
5/11/22,130.421,130.812,129.42,129.956
5/10/22,130.356,130.579,129.77,130.418
5/9/22,130.57,131.347,130.09,130.333
5/6/22,130.199,130.81,130.07,130.56
5/5/22,129.158,130.559,128.73,130.173
5/4/22,130.107,130.385,128.6,129.145
5/3/22,130.198,130.292,129.67,130.099
5/2/22,129.861,130.477,129.58,130.202
4/29/22,130.839,130.952,129.29,129.83
4/28/22,128.48,131.251,128.32,130.847
4/27/22,127.191,128.591,126.93,128.47
4/26/22,128.13,128.224,127,127.204
4/25/22,128.496,128.865,127.49,128.132
4/22/22,128.377,129.11,127.71,128.425
4/21/22,127.959,128.705,127.78,128.36
4/20/22,128.929,129.405,127.43,127.951
4/19/22,127.09,128.973,126.97,128.922
4/18/22,126.412,127.111,126.23,127.079
4/15/22,125.908,126.681,125.876,126.439
4/14/22,125.67,126.014,125.06,125.907
4/13/22,125.366,126.318,125.32,125.67
4/12/22,125.372,125.76,124.74,125.373
4/11/22,124.207,125.771,124.15,125.35
4/8/22,123.95,124.68,123.64,124.32
4/7/22,123.778,124.003,123.44,123.945
4/6/22,123.59,124.051,123.44,123.769
4/5/22,122.781,123.672,122.35,123.6
4/4/22,122.542,122.958,122.259,122.779
4/1/22,121.672,123.034,121.651,122.49
3/31/22,121.86,122.454,121.25,121.68
3/30/22,122.872,123.205,121.28,121.863
3/29/22,123.879,124.303,121.96,122.88
3/28/22,122.04,125.103,122.006,123.89
3/25/22,122.356,122.434,121.16,122.06
3/24/22,121.123,122.41,120.92,122.34
3/23/22,120.823,121.414,120.56,121.119
3/22/22,119.459,121.033,119.41,120.815
3/21/22,119.135,119.5,119.07,119.461
3/18/22,118.601,119.4,118.44,119.17
3/17/22,118.75,119.026,118.34,118.599
3/16/22,118.294,119.122,118.15,118.761
3/15/22,118.178,118.451,117.68,118.302
3/14/22,117.335,118.22,117.29,118.182
3/11/22,116.133,117.36,116.052,117.268
3/10/22,115.814,116.2,115.758,116.13
3/9/22,115.635,115.95,115.53,115.802
3/8/22,115.292,115.791,115.23,115.638
3/7/22,114.925,115.472,114.79,115.258
3/4/22,115.46,115.557,114.62,114.763
3/3/22,115.516,115.81,115.35,115.457
3/2/22,114.888,115.687,114.76,115.489
3/1/22,114.957,115.29,114.67,114.893
2/28/22,115.229,115.78,114.83,114.997
2/25/22,115.494,115.761,115.12,115.548
2/24/22,114.957,115.7,114.38,115.494
2/23/22,115.043,115.201,114.89,114.973
2/22/22,114.74,115.242,114.47,115.07
2/21/22,115.01,115.124,114.68,114.727
2/18/22,114.941,115.3,114.76,114.992
2/17/22,115.523,115.538,114.82,114.94
2/16/22,115.648,115.791,115.32,115.515
2/15/22,115.508,115.874,115.22,115.61
2/14/22,115.329,115.75,114.98,115.54
2/11/22,115.959,116.174,114.99,115.383
2/10/22,115.503,116.34,115.448,115.959
2/9/22,115.528,115.683,115.29,115.51
2/8/22,115.087,115.63,115.03,115.529
2/7/22,115.215,115.38,114.88,115.11
2/4/22,114.957,115.431,114.74,115.25
2/3/22,114.433,114.99,114.29,114.952
2/2/22,114.743,114.803,114.13,114.437
2/1/22,115.038,115.193,114.53,114.683
1/31/22,115.27,115.593,114.89,115.04
1/28/22,115.368,115.685,115.09,115.178
1/27/22,114.598,115.49,114.44,115.364
1/26/22,113.844,114.695,113.74,114.624
1/25/22,113.884,114.16,113.64,113.858
1/24/22,113.661,114,113.44,113.879
1/21/22,114.087,114.15,113.57,113.674
1/20/22,114.319,114.547,113.93,114.077
1/19/22,114.596,114.788,114.17,114.318
1/18/22,114.606,115.058,114.42,114.61
1/17/22,114.118,114.651,114.088,114.62
1/14/22,114.153,114.265,113.45,114.189
1/13/22,114.627,114.704,113.97,114.178
1/12/22,115.291,115.485,114.35,114.631
1/11/22,115.146,115.681,115.09,115.29
1/10/22,115.592,115.851,115.01,115.2
1/7/22,115.818,116.049,115.475,115.53
1/6/22,116.091,116.19,115.6,115.83
1/5/22,116.124,116.243,115.59,116.112
1/4/22,115.298,116.352,115.256,116.14
1/3/22,115.107,115.367,114.91,115.319
12/31/21,115.033,115.198,114.97,115.068
12/30/21,114.936,115.216,114.897,115.11
12/29/21,114.813,115.038,114.64,114.903
12/28/21,114.841,114.95,114.68,114.809
12/27/21,114.349,114.914,114.28,114.818
12/24/21,114.371,114.513,114.27,114.35
12/23/21,114.068,114.47,114.04,114.38
12/22/21,114.058,114.372,113.92,114.09
12/21/21,113.582,114.22,113.52,114.09
12/20/21,113.612,113.731,113.3,113.571
12/17/21,113.594,113.859,113.11,113.612
12/16/21,113.986,114.247,113.53,113.67
12/15/21,113.707,114.275,113.6,114.001
12/14/21,113.521,113.76,113.39,113.658
12/13/21,113.269,113.73,113.247,113.56
12/10/21,113.452,113.792,113.19,113.374
12/9/21,113.67,113.811,113.24,113.471
12/8/21,113.606,113.956,113.28,113.63
12/7/21,113.463,113.78,113.37,113.589
12/6/21,112.833,113.553,112.802,113.478
12/3/21,113.108,113.613,112.53,112.76
12/2/21,112.768,113.33,112.605,113.18
12/1/21,113.148,113.628,112.64,112.765
11/30/21,113.519,113.891,112.5,113.148
11/29/21,113.693,113.96,112.96,113.524
11/26/21,115.326,115.37,113.02,113.346
11/25/21,115.422,115.458,115.21,115.34
11/24/21,115.119,115.523,114.81,115.413
11/23/21,114.871,115.193,114.478,115.121
11/22/21,113.943,114.961,113.893,114.87
11/19/21,114.24,114.541,113.56,113.988
11/18/21,114.078,114.487,113.85,114.243
11/17/21,114.813,114.97,113.91,114.013
11/16/21,114.098,114.85,114.052,114.81
11/15/21,113.895,114.217,113.73,114.118
11/12/21,114.054,114.301,113.73,113.846
11/11/21,113.902,114.157,113.78,114.055
11/10/21,112.836,114.015,112.74,113.9
11/9/21,113.207,113.291,112.69,112.87
11/8/21,113.36,113.666,113.05,113.23
11/5/21,113.742,114.031,113.27,113.4
11/4/21,113.965,114.28,113.49,113.741
11/3/21,113.941,114.22,113.69,113.973
11/2/21,113.99,114.14,113.43,113.94
11/1/21,114.102,114.45,113.92,113.995
10/29/21,113.561,114.096,113.36,114
10/28/21,113.806,113.867,113.22,113.556
10/27/21,114.141,114.221,113.36,113.81
10/26/21,113.704,114.312,113.68,114.15
10/25/21,113.501,113.925,113.418,113.701
10/22/21,113.985,114.207,113.38,113.46
10/21/21,114.331,114.415,113.62,114
10/20/21,114.36,114.7,114.05,114.333
10/19/21,114.32,114.398,113.85,114.362
10/18/21,114.28,114.457,113.99,114.316
10/15/21,113.633,114.465,113.624,114.2
10/14/21,113.245,113.72,113.18,113.66
10/13/21,113.612,113.805,113.17,113.27
10/12/21,113.333,113.79,112.98,113.607
10/11/21,112.23,113.411,112.14,113.292
10/8/21,111.616,112.255,111.48,112.215
10/7/21,111.418,111.65,111.2,111.607
10/6/21,111.475,111.788,111.17,111.41
10/5/21,110.886,111.562,110.84,111.48
10/4/21,110.894,111.303,110.79,110.892
10/1/21,111.283,111.489,110.87,111.008
9/30/21,111.949,112.078,111.21,111.283
9/29/21,111.491,112.049,111.17,111.95
9/28/21,110.974,111.64,110.9,111.5
9/27/21,110.664,111.065,110.5,110.98
9/24/21,110.304,110.794,110.22,110.685
9/23/21,109.784,110.35,109.74,110.305
9/22/21,109.212,109.9,109.09,109.779
9/21/21,109.394,109.707,109.15,109.212
9/20/21,109.924,110.037,109.29,109.399
9/17/21,109.723,110.082,109.63,109.895
9/16/21,109.355,109.83,109.18,109.723
9/15/21,109.694,109.743,109.08,109.344
9/14/21,110.001,110.163,109.49,109.7
9/13/21,109.82,110.16,109.804,109.992
9/10/21,109.724,109.991,109.66,109.91
9/9/21,110.266,110.28,109.59,109.729
9/8/21,110.265,110.447,110.11,110.268
9/7/21,109.824,110.321,109.65,110.271
9/6/21,109.75,109.947,109.599,109.838
9/3/21,109.931,110.073,109.56,109.692
9/2/21,109.983,110.121,109.88,109.923
9/1/21,109.991,110.42,109.85,109.999
8/31/21,109.898,110.08,109.55,109.989
8/30/21,109.846,109.962,109.67,109.89
8/27/21,110.054,110.268,109.75,109.81
8/26/21,109.981,110.23,109.89,110.059
8/25/21,109.643,110.125,109.602,109.978
8/24/21,109.669,109.881,109.38,109.645
8/23/21,109.735,110.147,109.62,109.677
8/20/21,109.736,109.885,109.54,109.74
8/19/21,109.767,110.228,109.45,109.738
8/18/21,109.561,110.067,109.45,109.769
8/17/21,109.258,109.656,109.09,109.562
8/16/21,109.614,109.751,109.08,109.277
8/13/21,110.415,110.458,109.51,109.57
8/12/21,110.41,110.546,110.28,110.412
8/11/21,110.544,110.801,110.28,110.4
8/10/21,110.31,110.599,110.25,110.545
8/9/21,110.212,110.353,109.99,110.305
8/6/21,109.747,110.357,109.67,110.233
8/5/21,109.465,109.788,109.37,109.753
8/4/21,109.037,109.676,108.69,109.47
8/3/21,109.301,109.341,108.84,109.037
8/2/21,109.621,109.771,109.15,109.297
7/30/21,109.457,109.828,109.33,109.615
7/29/21,109.917,109.947,109.39,109.48
7/28/21,109.767,110.289,109.71,109.93
7/27/21,110.363,110.387,109.55,109.755
7/26/21,110.499,110.584,110.09,110.362
7/23/21,110.127,110.593,110.06,110.51
7/22/21,110.277,110.359,109.98,110.128
7/21/21,109.849,110.387,109.77,110.278
7/20/21,109.453,109.957,109.3,109.847
7/19/21,110.012,110.098,109.03,109.453
7/16/21,109.809,110.343,109.7,110.066
7/15/21,109.952,110.089,109.68,109.81
7/14/21,110.606,110.7,109.908,109.955
7/13/21,110.332,110.648,110.17,110.607
7/12/21,110.121,110.403,109.95,110.331
7/9/21,109.766,110.249,109.761,110.122
7/8/21,110.64,110.661,109.52,109.76
7/7/21,110.622,110.808,110.36,110.637
7/6/21,110.961,110.965,110.49,110.624
7/5/21,111.003,111.19,110.76,110.97
7/2/21,111.523,111.658,110.92,111.04
7/1/21,111.076,111.64,110.99,111.524
6/30/21,110.538,111.122,110.39,111.073
6/29/21,110.604,110.76,110.4,110.55
6/28/21,110.768,110.977,110.47,110.598
6/25/21,110.855,110.983,110.45,110.76
6/24/21,110.959,111.116,110.66,110.857
6/23/21,110.647,111.106,110.59,110.962
6/22/21,110.275,110.793,110.18,110.66
6/21/21,110.212,110.354,109.68,110.301
6/18/21,110.243,110.484,109.91,110.15
6/17/21,110.636,110.824,110.13,110.247
6/16/21,110.028,110.721,109.77,110.635
6/15/21,110.059,110.168,109.95,110.028
6/14/21,109.615,110.099,109.58,110.054
6/11/21,109.329,109.843,109.28,109.635
6/10/21,109.617,109.796,109.27,109.331
6/9/21,109.482,109.657,109.19,109.612
6/8/21,109.247,109.558,109.16,109.48
6/7/21,109.477,109.637,109.16,109.25
6/4/21,110.293,110.33,109.33,109.475
6/3/21,109.545,110.32,109.525,110.29
6/2/21,109.464,109.884,109.298,109.545
6/1/21,109.575,109.706,109.3,109.464
5/31/21,109.836,109.935,109.32,109.562
5/28/21,109.832,110.199,109.71,109.8
5/27/21,109.121,109.923,109,109.832
5/26/21,108.752,109.178,108.69,109.123
5/25/21,108.75,109.074,108.53,108.76
5/24/21,108.911,108.995,108.67,108.76
5/21/21,108.762,109.004,108.58,108.94
5/20/21,109.177,109.308,108.709,108.76
5/19/21,108.884,109.336,108.54,109.184
5/18/21,109.197,109.284,108.8,108.888
5/17/21,109.272,109.502,109.04,109.2
5/14/21,109.458,109.656,109.16,109.347
5/13/21,109.662,109.786,109.37,109.451
5/12/21,108.603,109.71,108.58,109.65
5/11/21,108.844,108.982,108.32,108.605
5/10/21,108.612,109.056,108.43,108.846
5/7/21,109.063,109.289,108.31,108.582
5/6/21,109.191,109.428,108.97,109.08
5/5/21,109.298,109.481,109.11,109.19
5/4/21,109.053,109.488,109,109.27
5/3/21,109.286,109.7,108.86,109.053
4/30/21,108.922,109.373,108.68,109.318
4/29/21,108.59,109.223,108.4,108.909
4/28/21,108.699,109.08,108.54,108.59
4/27/21,108.08,108.774,108.06,108.699
4/26/21,107.907,108.197,107.61,108.076
4/23/21,107.953,108.146,107.45,107.858
4/22/21,108.054,108.233,107.78,107.953
4/21/21,108.079,108.281,107.85,108.058
4/20/21,108.144,108.548,107.94,108.071
4/19/21,108.743,108.835,107.98,108.144
4/16/21,108.724,108.965,108.58,108.75
4/15/21,108.932,108.964,108.58,108.725
4/14/21,109.048,109.096,108.72,108.919
4/13/21,109.375,109.754,108.99,109.048
4/12/21,109.675,109.771,109.21,109.38
4/9/21,109.26,109.96,109.18,109.655
4/8/21,109.819,109.904,108.97,109.26
4/7/21,109.766,109.941,109.55,109.82
4/6/21,110.138,110.552,109.64,109.77
4/5/21,110.644,110.75,109.93,110.14
4/2/21,110.577,110.75,110.34,110.67
4/1/21,110.72,110.847,110.51,110.569
3/31/21,110.351,110.967,110.24,110.714
3/30/21,109.816,110.426,109.73,110.354
3/29/21,109.711,109.848,109.34,109.829
3/26/21,109.163,109.848,109.1,109.667
3/25/21,108.735,109.238,108.7,109.162
3/24/21,108.612,108.957,108.42,108.728
3/23/21,108.835,108.873,108.38,108.61
3/22/21,108.597,108.956,108.576,108.828
3/19/21,108.912,109.131,108.58,108.901
3/18/21,108.846,109.303,108.6,108.92
3/17/21,108.984,109.325,108.71,108.86
3/16/21,109.142,109.287,108.74,108.991
3/15/21,108.987,109.365,108.88,109.123
3/12/21,108.496,109.166,108.46,108.979
3/11/21,108.359,108.812,108.33,108.488
3/10/21,108.489,108.92,108.3,108.379
3/9/21,108.827,109.233,108.38,108.477
3/8/21,108.335,108.943,108.245,108.855
3/5/21,107.964,108.644,107.79,108.277
3/4/21,107.008,107.987,106.94,107.97
3/3/21,106.684,107.153,106.65,106.993
3/2/21,106.76,106.957,106.64,106.676
3/1/21,106.53,106.888,106.34,106.759
2/26/21,106.157,106.693,105.81,106.504
2/25/21,105.859,106.405,105.81,106.187
2/24/21,105.245,106.104,105.16,105.842
2/23/21,105.064,105.429,104.89,105.209
2/22/21,105.382,105.845,104.95,105.064
2/19/21,105.671,105.743,105.21,105.386
2/18/21,105.868,105.924,105.57,105.678
2/17/21,106.035,106.225,105.75,105.868
2/16/21,105.351,106.079,105.15,106.036
2/15/21,104.891,105.418,104.861,105.355
2/12/21,104.739,105.181,104.669,104.922
2/11/21,104.584,104.805,104.52,104.733
2/10/21,104.555,104.842,104.38,104.58
2/9/21,105.205,105.263,104.47,104.58
2/8/21,105.337,105.672,105.12,105.214
2/5/21,105.494,105.769,105.3,105.38
2/4/21,105.027,105.567,104.94,105.529
2/3/21,104.954,105.105,104.89,105.028
2/2/21,104.922,105.173,104.8,104.974
2/1/21,104.716,105.035,104.58,104.934
1/29/21,104.193,104.939,104.169,104.657
1/28/21,104.086,104.463,104.03,104.23
1/27/21,103.613,104.2,103.56,104.088
1/26/21,103.75,103.828,103.52,103.605
1/25/21,103.769,103.937,103.64,103.745
1/22/21,103.496,103.887,103.445,103.719
1/21/21,103.538,103.668,103.3,103.485
1/20/21,103.899,103.94,103.41,103.536
1/19/21,103.683,104.086,103.62,103.903
1/18/21,103.777,103.931,103.61,103.687
1/15/21,103.8,103.914,103.58,103.79
1/14/21,103.869,104.198,103.53,103.802
1/13/21,103.746,103.997,103.49,103.871
1/12/21,104.244,104.335,103.69,103.747
1/11/21,103.857,104.397,103.82,104.247
1/8/21,103.765,104.094,103.57,103.88
1/7/21,103.011,103.957,102.92,103.777
1/6/21,102.706,103.444,102.56,103.014
1/5/21,103.105,103.191,102.57,102.697
1/4/21,103.099,103.316,102.68,103.103
1/1/21,103.248,103.267,103.191,103.191
12/31/20,103.154,103.315,102.96,103.259
12/30/20,103.567,103.6,102.93,103.182
12/29/20,103.779,103.83,103.43,103.56
12/28/20,103.496,103.898,103.37,103.789
12/25/20,103.606,103.67,103.419,103.572
12/24/20,103.546,103.766,103.47,103.572
12/23/20,103.616,103.653,103.32,103.545
12/22/20,103.298,103.734,103.25,103.63
12/21/20,103.482,103.89,103.22,103.319
12/18/20,103.1,103.595,103.048,103.3
12/17/20,103.43,103.562,102.85,103.072
12/16/20,103.645,103.918,103.23,103.43
12/15/20,104.02,104.153,103.57,103.652
12/14/20,103.975,104.102,103.48,104.028
12/11/20,104.222,104.28,103.79,104.029
12/10/20,104.212,104.58,104.105,104.23
12/9/20,104.149,104.406,104.02,104.225
12/8/20,104.046,104.207,103.92,104.145
12/7/20,104.102,104.313,103.89,104.046
12/4/20,103.831,104.245,103.7,104.131
12/3/20,104.402,104.537,103.64,103.84
12/2/20,104.312,104.751,104.19,104.4
12/1/20,104.297,104.58,104.15,104.285
11/30/20,104.056,104.41,103.8,104.299
11/27/20,104.251,104.281,103.88,104.085
11/26/20,104.43,104.472,104.19,104.26
11/25/20,104.43,104.6,104.23,104.443
11/24/20,104.481,104.761,104.11,104.426
11/23/20,103.78,104.638,103.61,104.48
11/20/20,103.741,103.911,103.67,103.813
11/19/20,103.817,104.215,103.69,103.735
11/18/20,104.183,104.208,103.62,103.827
11/17/20,104.564,104.606,104.04,104.184
11/16/20,104.65,105.138,104.33,104.568
11/13/20,105.127,105.161,104.53,104.63
11/12/20,105.427,105.478,105.04,105.128
11/11/20,105.283,105.677,104.97,105.427
11/10/20,105.357,105.487,104.79,105.282
11/9/20,103.298,105.647,103.16,105.356
11/6/20,103.437,103.759,103.14,103.361
